State,County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM2.5,Drinking_water_violations,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Long_commute_driving_alone
Arkansas,Grant,298,21,4.8,5.6,9,21,35,6.6,30,22,2,44,25,1128,2,7,19,4167,39,55,11531,2436,426,15,117651,969,17,46,80,9.5,No,14,81,7942
Arkansas,Greene,804,23,5.1,5.8,8,24,34,6.7,34,29,6,229,46,3253,22,15,98,6155,41,47,27007,5876,1158,21,92204,3046,47,167,192,9.1,No,11,83,18786
Arkansas,Hempstead,388,28,5.4,5.7,10,22,39,6.1,38,57,11,176,58,2170,6,8,22,4112,38,38,12061,2802,499,27,88667,1921,22,140,76,9.8,Yes,14,83,8473
Arkansas,Hot Spring,709,24,5.2,5.8,9,23,37,6.3,32,18,12,152,39,2291,7,10,72,4113,36,52,21109,4514,815,23,92038,1808,37,77,182,9.7,No,12,83,13121
Arkansas,Howard,266,27,5.3,5.7,9,22,42,6.2,37,9,9,87,33,1392,7,3,15,4393,29,46,7541,1566,276,25,76056,1331,16,21,53,9.7,Yes,13,82,5483
Arkansas,Independence,626,24,5.2,5.8,8,22,35,6.9,33,43,19,125,35,3028,24,17,69,4299,36,52,21569,5428,959,19,89147,1890,48,184,143,9.1,Yes,13,84,16029
Arkansas,Izard,276,24,5.2,5.8,8,24,35,7.2,32,46,4,39,37,991,4,3,12,4724,35,38,8481,1480,391,27,77408,392,16,30,66,8.9,No,10,79,4213
Arkansas,Jackson,361,29,5.9,6.3,10,27,39,5.2,39,31,7,104,59,1080,6,5,17,7377,36,52,10124,2241,419,30,75423,1136,19,120,85,7.9,Yes,14,83,5600
Arkansas,Jefferson,1464,27,5.3,5.7,13,24,42,6.5,37,49,11,778,43,3927,46,28,157,4605,36,42,40354,8068,2204,25,83616,7473,89,719,374,9.7,Yes,17,88,24773
Arkansas,Johnson,465,29,5.7,5.9,7,25,37,5.7,38,41,2,72,34,2990,14,7,75,4325,35,48,13928,2537,638,24,76745,1604,20,64,105,9.2,No,13,79,10277
Arkansas,Lafayette,177,29,5.7,6.1,10,26,40,6,39,10,2,42,58,583,2,,4,4565,33,32,3836,639,185,30,75844,626,5,13,27,9.7,No,13,80,2508
Arkansas,Lawrence,355,24,5.3,6,8,24,38,5.6,34,30,11,92,38,1110,6,5,36,5457,36,28,9436,2202,417,26,76950,909,16,38,107,9.1,No,10,85,6447
Arkansas,Lee,232,31,5.7,5.8,13,25,42,5.4,39,41,4,71,47,494,1,4,3,5088,41,36,5113,922,210,45,77212,679,10,29,50,8.9,Yes,15,75,2640
Arkansas,Lincoln,243,28,5.4,5.6,9,25,41,5.9,36,33,3,41,30,745,1,2,20,6706,34,41,7910,1237,229,23,78155,385,7,22,70,9.3,No,13,86,3227
Arkansas,Little River,265,25,5.2,5.8,9,23,39,7.5,35,46,8,81,40,925,2,5,1,4178,43,47,7860,1567,347,24,95351,1077,17,18,64,9.9,Yes,7,86,5001
Arkansas,Logan,449,25,5.4,5.9,10,24,38,6.4,35,44,9,79,45,1683,5,10,4,5082,39,33,13296,2605,575,22,76794,950,29,82,101,9.4,Yes,12,78,8846
Arkansas,Lonoke,1122,21,4.7,5.5,8,21,36,7.6,30,44,13,281,26,5225,12,19,46,3329,37,50,43886,11732,1858,14,108858,4410,58,244,303,9.8,Yes,12,85,33736
Arkansas,Madison,267,26,5.5,6,6,24,38,6.6,35,45,5,54,46,1918,5,6,25,3079,32,42,9672,1531,287,25,86767,881,7,30,74,8.6,No,12,88,6251
Arkansas,Marion,415,23,5.2,5.9,8,23,36,7,32,29,2,35,37,1275,3,3,2,4733,44,37,10909,1656,403,28,68748,644,14,56,86,8.5,No,15,78,5450
Arkansas,Miller,890,25,5.3,5.8,10,22,39,6.2,34,66,14,344,46,3224,32,14,111,5006,42,43,25369,6228,1332,24,93903,4311,46,235,176,10,Yes,15,85,16736
Arkansas,Mississippi,1006,29,5.6,6,11,25,41,6.1,39,56,12,465,62,3156,17,16,53,6648,34,47,22128,4870,1559,28,95462,4386,48,432,260,9,Yes,15,85,17257
Arkansas,Monroe,197,30,5.7,6.1,11,26,42,5.5,39,39,7,68,58,474,3,4,2,4839,39,25,3894,620,182,37,84400,775,7,28,49,8.9,Yes,12,82,2770
Arkansas,Montgomery,187,26,5.5,6.1,7,25,37,5.9,35,97,6,23,36,973,2,2,2,3682,25,33,5596,750,203,28,81824,323,5,20,57,9.1,Yes,12,79,3194
Arkansas,Nevada,171,25,5.2,5.7,12,23,39,4.6,35,31,2,69,42,542,3,,11,4717,34,37,5116,695,208,28,69636,552,6,17,40,9.7,Yes,14,79,3006
Arkansas,Newton,168,22,5,5.7,6,22,36,6.4,30,59,2,19,44,567,,,2,3201,34,26,4833,833,162,30,82903,295,3,25,43,8.2,Yes,16,82,2641
Arkansas,Ouachita,564,28,5.5,5.9,10,24,39,5.6,37,48,10,154,38,1547,12,10,42,3195,34,47,14160,2764,592,28,81242,2415,43,113,105,9.9,No,16,88,8743
Arkansas,Perry,192,24,5.3,5.9,8,24,36,6.7,34,44,4,24,26,809,2,,,3624,36,46,6574,1480,232,23,100313,512,7,53,51,9.5,No,10,80,3594
Arkansas,Phillips,453,33,6.2,6.3,13,26,45,4.5,41,54,2,223,68,1245,11,6,13,5940,33,28,9740,2390,580,37,73720,2847,20,146,138,8.9,Yes,14,87,6143
Arkansas,Pike,223,24,5.2,5.8,8,23,38,6.5,34,31,0,30,35,1174,3,4,6,4383,28,31,6387,1409,252,25,84713,353,10,16,47,9.4,Yes,10,78,4608
Arkansas,Poinsett,597,27,5.5,6.1,10,26,39,6,36,9,10,131,49,2010,4,4,66,7221,38,47,13068,2406,545,29,74764,1758,22,79,139,9,Yes,15,81,9405
Arkansas,Polk,396,26,5.6,6.1,7,25,35,5.2,34,57,4,52,42,2220,16,9,18,4504,29,35,11943,2241,531,28,76873,1011,28,60,112,8.6,Yes,17,78,7225
Arkansas,Pope,951,24,5.1,5.7,8,21,36,6.5,33,49,11,302,25,6019,43,29,151,3232,35,48,34778,8544,1637,18,97579,3675,89,235,223,9.6,No,14,83,26475
Arkansas,Prairie,195,24,5.2,5.9,10,23,37,7.4,33,22,5,33,43,582,1,1,2,5015,36,33,5079,1097,193,24,83287,402,12,14,30,9,Yes,10,80,3552
Arkansas,Pulaski,6313,22,4.6,5.2,11,20,35,6.7,30,76,87,3419,31,31959,473,304,1904,3502,42,53,244406,75045,14044,23,110648,34293,620,4170,1829,9.7,No,17,82,184037
Arkansas,Randolph,360,27,5.6,6.2,7,25,39,6.3,36,28,3,88,46,1641,11,6,19,4567,35,46,10502,2659,439,24,77767,994,10,52,88,8.8,No,14,82,6828
Arkansas,St. Francis,488,31,5.7,5.7,13,25,42,5.4,39,58,4,236,72,1482,12,9,89,5454,39,43,14604,3721,634,40,71181,2835,24,204,116,9,Yes,16,85,8742
Arkansas,Saline,1784,19,4.3,5.2,8,17,34,7.7,28,60,13,313,20,8511,58,36,173,4503,33,54,76720,22257,2940,11,117993,6083,94,415,500,10.1,No,10,83,57323
Arkansas,Scott,203,29,5.7,6.1,9,25,38,5.1,39,46,3,25,52,968,2,1,2,5060,37,38,5707,1017,195,27,71469,663,9,33,56,9.1,No,13,79,4259
Arkansas,Searcy,160,27,5.7,6.2,6,26,39,5.5,36,21,2,12,34,652,2,3,16,3454,39,20,4614,668,184,35,69383,290,4,10,50,8.4,Yes,13,76,2952
Arkansas,Sebastian,2126,25,5.1,5.5,8,20,33,6.9,33,64,16,647,36,14914,168,100,472,3717,47,50,71913,18868,3355,24,96489,8290,134,808,471,10.3,Yes,15,82,57633
Arkansas,Sevier,253,29,5.4,5.5,6,20,39,6.3,37,28,9,51,49,2617,8,5,9,4106,35,51,8043,1452,322,25,90753,1090,15,38,56,9.7,No,15,73,6910
Arkansas,Sharp,387,28,5.9,6.3,10,27,39,5,37,41,9,49,45,1504,4,4,37,3813,33,36,10471,1620,408,29,67672,856,26,,101,8.9,Yes,14,81,6066
Arkansas,Stone,248,27,5.7,6.2,8,25,39,5.9,34,43,2,18,45,1167,6,3,13,4537,31,49,7389,1187,328,29,73512,937,13,30,61,8.7,No,15,78,4134
Arkansas,Union,860,24,5.1,5.6,11,21,38,6.6,32,47,10,284,45,2847,25,17,73,4223,35,43,22928,5268,1297,22,97115,3904,84,234,204,8.8,Yes,17,88,15665
Arkansas,Van Buren,317,26,5.5,6.1,8,25,39,6.4,34,38,1,35,33,1442,5,9,16,2749,38,37,10380,1230,409,23,77103,583,22,47,92,9,Yes,13,75,5776
Arkansas,Washington,2574,22,4.7,5.2,8,19,34,7.5,27,81,30,1549,25,28563,192,160,962,2593,43,51,123268,42561,5795,15,108956,11596,210,700,611,8.4,Yes,15,77,113124
Arkansas,White,1317,24,5.1,5.8,8,23,37,6.7,32,47,14,338,28,6290,51,25,163,5540,33,51,43929,9603,2117,19,91186,4570,77,189,340,9.4,No,13,85,31923
Arkansas,Woodruff,159,28,5.6,6.1,8,25,41,6.5,37,45,1,41,50,466,2,3,4,7803,37,28,3791,628,163,33,85563,627,9,11,41,8.8,Yes,9,86,2792
Arkansas,Yell,408,29,5.6,5.8,8,23,40,6.9,38,46,13,71,40,2363,11,6,7,7069,29,38,11415,2038,405,22,83852,1341,26,73,89,9.6,Yes,14,80,9373
California,,378883,18,3.7,3.9,7,10,26,8.9,22,93,5185,236719,16,2947957,31852,34789,161625,3067,37,43,22378605,7515252,1908093,15,160999,2004812,23575,164253,108182,12.9,,26,72,18239892
California,Alameda,13444,16,3.2,3.6,7,10,24,9.1,20,100,111,9645,9,72422,1853,1627,11497,2783,38,47,1050689,408992,71396,9,208142,65379,1104,10242,3722,14.4,No,23,59,799481
California,Alpine,,20,4.4,4.8,,16,30,6.6,24,76,4,5,,72,0,0,4,,37,42,834,148,58,25,136265,87,0,5,15,8.3,No,20,52,398
California,Amador,592,17,4,4.4,6,14,29,8.8,23,71,24,70,14,1851,24,26,103,2475,42,47,28086,5229,1317,13,121199,1248,25,87,200,13.6,No,18,79,13998
California,Butte,3213,19,4.3,4.7,6,15,32,7.4,23,82,53,1373,14,13710,136,163,1647,4754,38,40,131093,36852,8509,19,116634,9391,168,734,1128,13.8,Yes,23,75,92703
California,Calaveras,744,17,4,4.6,6,15,30,8,21,64,22,98,13,2579,21,20,90,2477,41,44,31726,4982,1619,16,127014,1812,40,146,217,14.7,Yes,20,76,16894
California,Colusa,229,25,4.4,4.4,6,14,32,7,30,72,7,80,24,2195,6,9,45,4730,34,46,9993,2833,1675,13,111740,1115,11,43,77,11.8,Yes,18,80,9468
California,Contra Costa,9986,16,3.4,3.8,7,10,24,9.1,22,98,116,6018,9,62447,1181,1044,4387,2959,40,48,714303,218007,48020,8,202738,48978,646,3773,2896,13.5,Yes,20,66,547220
California,Del Norte,498,23,4.7,4.9,6,18,33,6.3,27,59,12,63,34,1652,16,23,131,2595,27,37,15758,3182,884,23,105696,1765,10,167,158,11.6,No,20,74,8866
California,El Dorado,2016,14,3.5,4.2,7,12,26,8.7,19,83,38,487,8,9349,152,147,737,2985,42,48,130793,28643,7490,9,165979,5578,115,399,696,12,Yes,18,76,84184
California,Fresno,11184,26,4.6,4.5,8,14,38,7.4,29,80,189,7225,27,82348,691,628,4209,3649,39,45,472113,157712,50260,23,116477,76588,524,5264,3229,17.1,Yes,27,78,397002
California,Glenn,373,24,4.6,4.7,6,15,32,7.3,28,59,9,123,22,2905,4,22,32,5270,37,36,13457,3054,1113,17,99387,1567,21,114,135,13.8,No,21,78,11469
California,Humboldt,2124,19,4.4,4.9,6,15,28,7.5,22,81,55,828,13,10146,85,107,719,2970,28,41,84375,24321,4965,19,104853,6351,126,584,718,7.8,No,24,70,58659
California,Imperial,2039,29,4.9,4.5,6,13,36,6.3,33,81,29,1093,31,14070,45,58,319,3190,32,32,77535,26025,15653,25,98532,16118,85,630,549,13.5,No,27,80,58495
California,Inyo,301,18,3.9,4.4,8,14,28,8.1,22,49,9,80,27,1234,17,12,90,2948,35,35,11900,2584,647,15,111321,950,10,110,84,7.5,Yes,18,69,7857
California,Kern,11288,27,4.8,4.6,7,15,36,7.4,33,82,265,6876,32,70588,445,457,2079,4040,33,39,409715,124655,48062,25,109742,65091,405,4797,3802,19,Yes,24,80,339931
California,Kings,1493,26,4.6,4.5,6,14,35,7.6,31,60,42,1194,31,11212,55,96,334,3825,33,36,69196,23542,6533,18,109482,9716,56,668,465,17.6,Yes,22,77,56560
California,Lake,1448,22,4.6,4.9,7,17,32,7.7,27,84,22,275,30,4557,28,28,259,3324,33,30,40079,7564,2700,22,104671,3599,45,343,502,9.2,Yes,20,70,23014
California,Lassen,419,22,4.4,4.6,8,17,31,7.5,26,44,18,69,24,914,9,34,95,3392,33,27,17976,3998,676,16,103647,1198,13,183,168,9.4,No,14,81,8106
California,Los Angeles,94251,22,4,4.1,7,11,28,8.6,25,97,792,69712,15,940376,7413,9060,40582,3637,32,39,5513270,1961067,629811,17,146988,550298,5905,49549,22498,14.7,Yes,32,72,4780680
California,Madera,1759,26,4.8,4.7,6,14,33,7.9,31,71,56,968,30,13807,68,71,273,3175,36,37,70513,20222,6649,19,113952,8981,77,956,541,14.2,Yes,24,75,56457
California,Marin,1894,12,3,3.7,6,10,23,9.3,17,96,18,924,6,10406,384,315,2150,1690,42,50,178366,41850,8662,6,,9366,236,465,796,11.2,No,22,63,127210
California,Mariposa,277,18,4.1,4.7,7,15,28,7.8,22,43,12,33,20,1190,6,10,53,3347,34,33,12365,2383,781,19,94523,1109,17,76,92,14.8,No,20,61,6678
California,Mendocino,1347,20,4.3,4.6,7,15,31,7.6,25,65,48,409,22,6908,79,74,696,2468,35,30,53753,11581,3292,19,108452,5431,63,559,530,11.4,Yes,26,73,36083
California,Merced,2986,27,4.8,4.6,6,14,35,7.3,32,76,83,1653,25,26939,125,130,605,4528,38,42,113189,36379,13981,23,107374,21755,109,1487,921,15.2,Yes,25,79,102580
California,Modoc,167,21,4.6,5,8,17,31,6.1,26,29,2,10,25,709,6,6,29,3140,34,17,5679,1012,270,28,90539,429,0,45,58,10,No,14,74,3128
California,Mono,101,17,3.8,4.3,8,13,29,7.5,22,72,13,32,15,1258,11,6,31,2144,41,40,8819,2340,929,10,109191,361,4,37,39,9.8,Yes,9,55,8095
California,Monterey,3533,24,4.3,4.2,6,12,32,8.4,28,89,91,2425,26,42273,284,305,1793,3206,37,45,201883,58745,23082,15,147272,21302,229,1828,1247,7.3,Yes,29,71,190195
California,Napa,1246,16,3.5,3.9,6,11,29,9.1,21,90,22,596,10,9391,133,129,852,2347,35,42,83844,22779,6014,9,181535,5824,106,566,407,13.4,Yes,22,75,69147
California,Nevada,1278,15,3.7,4.3,6,12,25,8,19,68,24,223,9,4976,74,84,993,2329,40,45,72375,15404,3702,11,139094,3288,99,260,439,7.3,No,20,72,43959
California,Orange,24428,17,3.5,3.8,6,10,25,9.1,22,99,266,14265,11,235378,3178,3718,10348,2432,40,48,1878164,622228,136563,10,182134,124576,2042,6766,7003,11.5,No,27,76,1558632
California,Placer,3491,14,3.3,4,6,11,25,8.8,18,91,47,1148,6,15593,495,418,1372,1957,47,50,262387,75118,13573,6,179384,12377,291,609,1094,12.3,No,17,77,180064
California,Plumas,340,16,3.9,4.6,9,14,29,8.1,20,92,15,56,18,886,15,17,59,3502,36,25,13774,2680,806,18,113622,966,25,106,103,14.6,Yes,17,80,7492
California,Riverside,26085,22,4.1,4.2,7,13,33,8.4,26,91,453,12258,17,203605,1086,1332,5877,3313,36,40,1314063,374700,109998,15,137609,132147,986,6854,7394,14.3,Yes,25,78,1025471
California,Sacramento,17287,18,3.9,4.3,7,13,28,8.3,24,98,208,11076,16,89530,1391,1250,6526,3232,37,44,917323,300280,65558,17,137088,91924,1118,7593,4944,12.8,No,22,75,699223
California,San Benito,507,21,3.9,4.1,7,12,30,9.2,25,82,15,274,16,4869,18,32,82,2575,39,48,32735,9526,3119,9,154222,3067,26,176,186,7.1,Yes,22,78,28683
California,San Bernardino,26337,24,4.2,4.3,8,13,33,8.1,30,82,405,13776,21,184915,1282,1615,5826,4002,29,30,1104243,348699,91295,20,126095,149805,971,9375,6266,17.6,Yes,26,78,916785
California,San Diego,28272,17,3.6,4,7,11,24,8.8,22,96,351,22920,14,247271,2729,3073,14690,2774,37,43,1994138,730975,141814,11,161031,151078,2009,10772,9211,12.9,Yes,25,74,1629725
California,San Francisco,7396,14,3,3.5,7,9,16,8.8,19,100,11,9505,7,37808,1420,1387,8747,2695,34,44,616833,302722,43525,9,,25007,776,6546,3047,11.7,No,24,30,509743
California,San Joaquin,9284,23,4.3,4.3,7,14,32,8.2,28,90,171,4762,20,53036,457,450,2049,3410,36,45,380893,106178,37374,17,134880,45122,352,5676,2593,17.8,Yes,24,79,307317
California,San Luis Obispo,2733,16,3.7,4.2,6,12,26,8.7,21,84,60,1133,9,14763,233,245,1870,1864,46,51,174460,44900,10195,9,146845,9027,264,1146,919,8.6,Yes,21,73,130088
California,San Mateo,5010,14,3,3.4,7,9,21,9.5,18,99,38,3189,8,37100,816,800,3279,1753,43,50,499931,179680,29748,6,,24950,444,1598,1503,10.5,Yes,24,65,405104
California,Santa Barbara,3720,20,3.9,4.1,7,12,27,8.8,24,93,61,2624,19,43058,339,384,2622,1846,45,48,225959,69281,17335,13,159335,23129,353,1411,1319,8.6,Yes,29,68,208560
California,Santa Clara,12066,14,3,3.4,7,9,21,9.3,20,98,147,8143,9,91263,2036,2305,7599,2508,39,50,1189749,473224,71340,7,,67653,1158,5050,4003,12.9,No,23,71,972577
California,Santa Cruz,2359,18,3.7,4.1,6,11,29,8.3,22,95,30,1245,10,17026,282,220,2345,2224,45,51,159224,46676,12714,11,182965,11268,198,1120,944,8.3,Yes,27,68,132923
California,Shasta,3154,18,4.3,4.8,6,16,28,7.3,22,68,56,670,20,11387,132,144,784,2563,38,41,115714,29328,6343,18,114078,8553,147,1304,942,14.8,No,22,81,72254
California,Sierra,,18,4.2,4.7,10,15,30,6.1,23,7,1,,,144,1,2,7,3135,34,20,2130,349,103,14,112581,206,0,13,21,7.4,No,17,80,1240
California,Siskiyou,863,19,4.4,4.9,9,16,31,6.5,24,69,17,122,21,2910,32,31,209,2353,38,29,28584,5542,1637,20,93684,2055,47,149,260,20.9,Yes,19,76,15976
California,Solano,5043,18,3.7,4.1,7,12,31,8.8,25,95,62,2588,15,21935,369,429,1866,2861,33,38,272472,78642,19205,11,154531,25508,248,2066,1360,12.9,No,21,76,207283
California,Sonoma,4969,16,3.6,4.1,6,11,27,8.9,19,91,64,2003,10,30207,506,466,2526,2466,42,46,320080,86142,19300,9,160593,19903,344,1845,1500,8.4,Yes,23,74,248048
California,Stanislaus,6919,24,4.4,4.5,6,14,31,8.2,31,92,119,3228,22,39386,366,371,1307,4171,38,43,276237,80324,25756,17,120841,32995,303,3096,1702,17.3,Yes,23,81,223721
California,Sutter,1162,22,4.4,4.5,7,15,29,7.4,29,78,30,374,19,7213,77,79,360,3042,38,49,50358,15442,4995,16,121845,6011,59,338,329,10.3,Yes,19,78,39908
California,Tehama,1098,23,4.8,5,6,17,35,6.7,29,51,36,212,26,4448,32,39,114,3731,41,34,37934,8994,2262,17,99264,3629,35,341,317,10.6,Yes,23,82,24149
California,Trinity,283,20,4.6,5.1,6,17,30,7,25,86,13,24,25,867,4,6,53,1784,39,37,9039,1509,360,26,80891,894,8,50,112,11.3,Yes,20,70,4025
California,Tulare,5089,28,5,4.7,7,15,36,7.3,33,69,141,3459,30,38062,202,260,1407,3428,37,43,197252,61271,26299,23,106731,37031,216,1756,1361,17,Yes,27,79,179001
California,Tuolumne,912,18,4,4.6,7,15,28,7.8,23,74,19,146,14,2498,38,66,125,2127,43,43,37688,7526,2084,13,119346,2039,49,169,251,14.9,Yes,20,80,20018
California,Ventura,6901,18,3.6,3.9,6,11,28,9.1,22,97,102,3392,14,72745,675,794,3645,2973,38,48,490833,143391,34964,12,169880,35253,529,2042,2305,10.2,Yes,23,78,404157
California,Yolo,1717,19,3.9,4.2,6,12,30,8.5,24,94,40,1154,7,12146,273,140,863,2420,39,51,112513,39865,7915,11,153855,9355,145,698,533,12.9,Yes,24,68,98248
California,Yuba,1140,21,4.4,4.6,7,15,31,7.2,25,76,21,384,27,5424,17,25,191,4100,35,42,40218,13975,3163,19,109992,4609,33,307,331,13,No,23,80,30960
Colorado,,58091,14,3.3,4,9,14,24,8.5,19,88,1055,29821,16,453100,4790,4807,23242,2337,40,48,3591969,1210209,226769,11,143595,269358,4976,17769,23685,5.6,,16,73,2919907
Colorado,Adams,5141,18,3.7,4.1,9,15,31,8.7,26,92,104,2903,22,56098,243,350,1921,3005,36,47,279480,92676,22029,12,130352,31371,241,1825,2029,10.4,Yes,18,76,261805
Colorado,Alamosa,228,23,4.5,4.4,11,17,29,6.8,27,77,5,125,19,1686,14,21,239,3327,28,40,8499,2475,535,21,82365,754,19,,82,5.6,Yes,17,80,7057
Colorado,Arapahoe,5841,14,3.2,3.8,10,13,25,9,20,97,94,4315,15,54044,528,721,2654,2431,44,53,409866,139898,28825,8,148853,34307,544,2082,2351,6.3,Yes,16,75,344610
Colorado,Archuleta,175,14,3.4,4,8,14,25,7.8,19,92,3,41,18,1386,11,6,25,1771,41,34,9763,1720,538,16,103841,207,16,24,65,5.6,Yes,17,70,6054
Colorado,Baca,,19,4.3,4.8,8,20,31,6.9,24,53,2,5,23,413,3,2,1,3444,31,23,2260,519,50,24,77987,81,5,4,24,5.4,Yes,11,80,1565
Colorado,Bent,106,26,4.9,4.6,11,21,34,6.5,30,81,1,19,24,315,,1,4,3992,40,34,3871,513,80,27,71962,174,3,8,36,5.4,Yes,20,82,1593
Colorado,Boulder,2416,12,3,3.7,8,11,20,8.8,15,94,30,1359,6,20712,400,349,2578,2011,45,53,206124,72741,11887,6,175958,11817,302,698,1100,8.5,Yes,19,63,172227
Colorado,Broomfield,518,10,2.8,3.5,8,11,25,8.8,14,99,10,235,8,3245,75,73,143,1718,52,58,46910,17872,2670,4,180411,2300,46,33,204,9.2,Yes,13,73,38760
Colorado,Chaffee,233,14,3.5,4.1,8,16,25,8.5,19,99,7,36,11,1539,18,12,47,1811,36,47,15015,3009,615,11,110484,963,32,12,100,5,No,12,68,9200
Colorado,Cheyenne,,16,3.7,4.4,,17,27,8,21,48,1,,,204,0,0,,,24,35,1276,376,27,18,103968,53,0,2,,5.5,Yes,7,81,946
Colorado,Clear Creek,115,12,3.1,3.9,10,14,23,8.9,16,68,4,15,7,547,,4,3,1848,36,47,7261,1461,523,9,149385,288,3,51,39,5.3,Yes,11,69,5330
Colorado,Conejos,128,24,4.4,4.3,11,16,32,7.9,28,6,2,29,18,708,3,2,2,3421,24,28,4692,1046,227,22,70957,397,4,4,58,5.3,No,17,68,3074
Colorado,Costilla,,28,5,4.6,19,17,33,1.7,31,35,2,11,22,419,,0,1,2656,24,30,2354,427,132,32,64844,280,0,8,29,5.4,Yes,21,66,1228
Colorado,Crowley,97,25,4.7,4.4,10,21,32,7.1,29,30,4,13,24,286,,,,4956,32,32,3616,523,83,30,69738,207,4,4,32,5.6,No,14,78,1728
Colorado,Custer,,14,3.4,4.2,16,15,25,8.1,18,92,4,5,14,413,1,,3,2589,33,44,3755,346,105,23,103871,149,16,6,37,4.8,Yes,19,75,1870
Colorado,Delta,526,19,4.3,4.7,9,19,30,7.7,24,63,10,98,24,2524,23,13,59,1906,39,43,20295,2953,940,15,95078,1570,43,23,201,5.6,Yes,19,72,10989
Colorado,Denver,7503,16,3.3,3.8,9,13,22,8.3,19,99,91,7935,25,63469,1009,570,4652,2493,41,49,463113,216475,34900,17,150374,38216,771,4309,3049,9.1,No,18,66,400938
Colorado,Dolores,,15,3.7,4.5,22,18,25,4.7,19,18,3,,,157,1,2,1,801,28,32,1503,248,78,15,98780,57,0,4,14,5.1,No,7,75,817
Colorado,Douglas,2013,9,2.6,3.5,9,10,21,9.5,13,91,32,691,4,13403,244,248,502,2241,48,55,224473,78360,11237,3,206880,10186,220,365,962,7.5,Yes,10,74,183418
Colorado,Eagle,294,14,3.2,3.7,8,12,23,9.1,17,97,6,175,15,6582,42,37,117,1304,50,54,35304,12784,3389,7,165547,2805,40,77,156,5.5,Yes,18,74,32114
Colorado,Elbert,246,12,3.2,4,9,14,24,9,17,36,6,44,7,1584,4,2,29,2080,37,41,18095,3995,697,7,181142,599,16,1,88,6.6,No,12,79,13612
Colorado,El Paso,8320,15,3.4,4,10,14,25,8.2,20,89,151,4130,19,54443,449,762,2760,2218,34,45,436791,153931,25036,11,133034,38194,626,2697,3569,6.2,Yes,16,75,353051
Colorado,Fremont,823,18,4,4.4,9,19,28,6.9,23,54,10,113,28,2680,22,16,181,2285,37,42,33337,5187,1190,18,102502,1293,45,105,269,5.6,No,14,79,14572
Colorado,Garfield,536,15,3.5,4,9,15,24,8.9,19,85,25,194,24,7965,45,46,153,1883,39,44,35315,9765,2156,9,128881,2586,59,110,260,4.8,Yes,18,68,31191
Colorado,Gilpin,,11,3,3.9,13,13,23,,16,51,0,14,,218,2,,4,,29,45,4604,1069,454,8,173946,219,3,16,19,5.4,No,21,73,3802
Colorado,Grand,145,14,3.4,4.1,12,16,26,9.1,18,73,4,22,13,1427,10,6,29,1864,37,40,11259,2609,788,9,135238,331,21,11,66,5.2,No,14,66,8590
Colorado,Gunnison,120,13,3.3,4,10,14,24,8.6,17,82,8,65,8,1398,16,9,42,1987,39,45,10575,3435,751,9,126807,426,26,29,72,4.9,Yes,19,58,9657
Colorado,Hinsdale,,13,3.3,4.1,,14,24,7.7,17,39,0,,,68,1,0,2,,24,19,627,119,18,19,104750,40,0,2,,5,No,13,64,340
Colorado,Huerfano,152,18,3.8,4.2,9,15,29,6.8,24,26,3,19,21,399,5,2,11,1451,34,34,4887,656,249,32,83726,341,5,25,55,5.8,Yes,13,69,2432
Colorado,Jackson,,16,3.8,4.4,13,17,26,8.4,21,80,4,5,,159,2,0,6,886,22,24,953,207,40,17,90543,7,0,0,,4.7,No,11,53,624
Colorado,Jefferson,5868,12,3.1,3.8,9,14,25,8.9,15,99,65,1134,10,35897,500,567,2104,1876,43,52,398658,128555,23625,7,159046,22541,446,1434,2347,8.9,Yes,14,75,313081
Colorado,Kiowa,,16,4.1,4.7,11,19,28,5.1,22,55,1,,,111,0,0,,,40,29,888,190,22,16,79792,59,0,,,5.6,Yes,8,80,666
Colorado,Kit Carson,88,17,3.9,4.5,7,18,28,8.1,22,51,5,19,30,811,4,1,7,3909,26,37,4417,1082,119,16,95938,250,9,16,41,5.8,No,10,77,3413
Colorado,Lake,69,19,3.9,4.2,13,16,28,6.4,23,86,0,31,31,969,4,4,5,854,30,46,5186,1816,399,14,111606,216,5,15,34,4.6,No,13,67,4398
Colorado,La Plata,507,13,3.3,4,8,14,23,8.7,17,70,21,204,10,5001,69,50,248,1962,39,47,38681,11106,2147,12,133141,2093,57,96,219,11.1,Yes,14,71,28115
