State,County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation__Black/white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Tennessee,Stewart,74.9,276,,,15,11,,1970,914,23,17,42,1199,94,98,,3,2.9,0.02,9160,0.64,55022,54,,24,5,,15,11,38,24,3953,336,72,13859,50.2,13324
Tennessee,Sullivan,74.9,3176,71,62,16,11,181,24060,17484,142,161,41,13601,224,94,8,2.9,2.8,0.07,9871,0.77,48968,45,58,27,82,4,166,128,35,183,48071,5922,81,158755,51.3,40086
Tennessee,Sumner,77.5,2559,71,77,13,10,225,18980,11703,158,137,39,14557,108,95,5,3.3,3.4,0.08,9183,0.76,72325,36,45,18,93,4,177,149,33,154,50292,6784,87,195561,51.3,44792
Tennessee,Tipton,75,1052,27,33,15,12,80,7490,965,58,92,41,4735,84,96,10,3.1,3.2,0.09,8509,0.77,61432,53,39,17,25,5,58,53,30,48,15926,1880,79,61918,50.9,33671
Tennessee,Trousdale,74.7,174,,,15,12,17,1150,,18,10,43,821,79,98,,3.1,3,0.01,9501,0.91,54970,,34,19,6,,,,,6,2532,533,72,11455,41.4,7870
Tennessee,Unicoi,72.5,433,10,,17,12,14,3040,346,20,24,42,1607,101,92,,3.1,2.9,0.02,9435,0.72,45635,63,,23,7,,13,14,19,102,5573,702,72,17755,50.5,8180
Tennessee,Union,73.7,433,10,,18,12,8,3260,138,26,34,43,1970,59,93,,2.8,2.6,0.02,7852,0.77,45520,,,23,9,,26,20,,0,5621,576,69,20187,50.4,19109
Tennessee,Van Buren,71.8,164,,,19,13,7,970,49,,,42,493,34,,,2.6,2.8,,11039,0.94,45908,,,23,4,,10,,,11,1793,87,74,5947,49.5,5548
Tennessee,Warren,74.1,783,24,22,18,13,35,7080,1947,28,64,42,4714,113,91,12,2.8,2.7,0.03,8797,0.81,49532,,24,21,26,5,40,38,,74,10902,1554,74,41605,50.4,24453
Tennessee,Washington,75.2,2276,74,85,15,11,229,18250,11478,94,92,40,11080,345,94,6,3.3,3.2,0.09,9307,0.84,52088,46,56,25,62,4,133,96,39,213,35004,5697,83,130367,51.2,32493
Tennessee,Wayne,75.3,339,12,,17,13,16,2660,1523,,28,43,1345,91,93,,2.8,2.9,0.03,9834,0.85,42754,56,37,25,7,,13,13,53,7,4507,392,73,16524,44.4,17021
Tennessee,Weakley,75.3,633,19,,17,12,23,5270,2830,21,40,43,2673,96,87,,3.2,3.1,0.08,8964,0.87,46979,57,37,23,23,5,28,31,,42,8765,1047,73,33334,51.3,23466
Tennessee,White,74.5,573,13,,18,12,24,3840,4251,35,45,41,2446,76,97,12,2.9,2.9,0.03,8763,0.79,46475,48,70,23,9,6,30,28,13,42,7918,782,75,27707,51.1,20201
Tennessee,Williamson,81.5,1780,61,51,10,8,168,14580,9109,106,118,35,10848,126,97,2,3.8,3.8,0.08,12363,0.62,118257,11,39,11,136,2,145,108,19,174,64377,7377,94,245348,50.9,35512
Tennessee,Wilson,77.5,1934,62,56,13,10,193,13030,6623,168,111,40,10015,106,96,6,3.3,3.3,0.05,8889,0.79,77822,29,35,17,80,4,131,95,21,121,39082,4567,87,148130,50.8,43850
Texas,,78.4,329942,14377,15295,11,12,95196,4092850,2099608,10313,26143,34,4230735,95,90,8,2.9,3.1,0.27,9750,0.8,66048,60,56,23,,6,18980,18218,17,472,6168808,1274018,85,29360759,50.3,3847522
Texas,Anderson,73.2,1165,28,,15,13,327,8400,9259,25,75,38,5930,66,94,11,2.8,2.9,0.12,10596,0.65,50879,64,41,23,11,6,95,40,8,86,11844,1434,74,57805,38.7,39204
Texas,Andrews,76.4,207,12,,13,13,12,1760,1213,,44,36,2623,64,93,,2.9,2.9,0,9163,0.65,76600,48,70,18,4,,14,10,25,124,4220,447,89,18879,49,2440
Texas,Angelina,75.1,1501,54,57,15,13,171,15090,8469,32,111,37,12595,104,93,14,2.8,2.9,0.13,10085,0.74,49943,73,42,22,36,6,61,58,21,167,20617,3122,85,86796,51.2,37383
Texas,Aransas,74.9,573,,,15,13,31,4450,3754,12,34,37,3430,63,91,,2.7,2.9,0.01,11151,0.68,51461,65,,27,5,,47,44,19,58,8117,1172,85,23814,50.5,6313
Texas,Archer,80.3,122,,,12,10,,1240,446,,15,35,1056,,95,,3.2,3.4,0.06,10185,0.74,69566,32,,17,5,,12,,,11,2941,358,78,8730,50.7,8057
Texas,Armstrong,75.9,30,,,12,10,,240,406,,,34,188,0,,,2.8,3.1,,10504,0.73,62256,37,,21,,,,,0,110,595,49,85,1869,51.2,1901
Texas,Atascosa,76.8,742,20,,14,14,70,6140,2618,17,66,36,7773,50,93,20,2.5,2.8,0.05,10201,0.64,60594,66,83,26,8,8,39,35,19,73,12279,952,83,51724,50.1,27266
Texas,Austin,78.2,415,16,,13,11,55,4000,637,,40,36,4130,57,95,,2.8,2.8,0.03,10047,0.74,60593,52,33,26,11,,33,34,13,145,9075,1278,81,29972,50.3,18853
Texas,Bailey,77.4,82,,,13,13,,770,157,,17,36,1248,105,98,,2.4,2.7,0.02,11176,0.86,48259,85,,26,3,,,,29,126,1592,84,73,6697,50.1,2060
Texas,Bandera,78.7,428,10,,13,11,24,3540,2097,,31,35,2831,59,92,,2.7,2.8,0.01,11439,0.71,64389,51,,24,4,,31,22,18,19,7540,751,85,23861,50.5,20485
Texas,Bastrop,78.1,1238,46,33,13,12,184,10230,4125,33,169,37,13274,44,94,6,2.6,2.9,0.09,9706,0.8,74612,69,45,22,34,6,75,75,26,89,20557,2739,83,91601,49.1,47360
Texas,Baylor,73.4,80,,,13,10,,580,54,,,36,332,57,,,3,3.3,0.01,11866,0.86,44392,60,26,26,3,,,,,84,1196,70,79,3518,50.9,3726
Texas,Bee,75.2,483,20,20,15,16,174,5400,3435,,44,39,3230,65,92,,2.7,2.7,0.04,11900,0.74,46316,81,47,30,8,6,36,17,25,73,5503,1093,68,32513,39.2,13693
Texas,Bell,77.5,4177,267,282,13,13,812,52720,33023,120,370,38,42796,186,75,9,2.8,3,0.1,9533,0.83,53639,58,44,23,159,8,314,324,17,271,67893,15401,88,369927,50.3,47113
Texas,Bexar,78.1,22594,1080,1175,13,14,6580,270950,166124,779,1507,37,283088,117,90,8,2.8,2.9,0.16,10701,0.87,60477,63,44,26,556,8,1242,1321,21,646,377055,91510,84,2026823,50.6,77835
Texas,Blanco,79.2,172,,,12,10,7,1500,100,,14,35,1500,41,98,,3.1,3.2,0.02,11216,0.85,66383,44,,25,4,,17,14,,111,3643,375,88,12269,50,10497
Texas,Borden,,,,,10,9,17,80,97,,,33,45,0,,,,,,25341,0.44,69499,31,,20,1,,,,0,0,155,,82,706,47.7,641
Texas,Bosque,75.6,371,12,,14,12,21,3010,1774,16,35,36,2576,38,89,,2.7,3,0.06,11648,0.71,58056,66,32,20,4,,16,,14,62,5524,543,75,18603,50.9,14791
Texas,Bowie,74.5,1710,65,76,14,12,259,15100,8785,23,101,39,10551,186,94,10,2.9,3.2,0.16,9489,0.72,50326,62,48,22,35,8,88,82,20,194,21929,3856,73,93481,49.8,32791
Texas,Brazoria,79,3916,161,156,11,12,838,41090,20853,122,321,37,42806,69,94,9,3.1,3.3,0.12,10552,0.76,83576,47,47,19,159,5,243,218,23,159,91024,11556,90,380518,49.5,70552
Texas,Brazos,80,1642,86,97,13,13,421,34500,24093,43,147,35,28997,71,86,4,2.9,3.2,0.12,9740,0.77,53570,59,38,27,75,3,106,85,27,366,38290,17693,83,232555,49.7,23506
Texas,Brewster,81.3,155,,,12,12,,1440,1507,,10,35,1232,97,96,,2.6,2.5,0.02,15070,0.7,48537,55,,24,3,,18,17,9,112,2507,660,75,9237,48.9,3219
Texas,Briscoe,,27,,,15,13,0,230,793,,,37,213,67,,,3.1,3.5,0.02,10981,1.18,50062,56,,26,,,,,0,0,420,83,70,1487,49.8,1637
Texas,Brooks,72.1,137,,,19,20,14,1570,733,,13,38,897,29,93,,2.4,2.6,,11594,1.08,33513,84,,42,5,,,,47,119,1487,313,64,6964,49,2294
Texas,Brown,74.5,770,17,21,13,12,41,5670,5062,20,48,36,4805,88,94,10,2.9,2.9,0.06,11109,0.76,48752,62,44,23,11,,34,28,19,165,10449,1206,79,37633,50.5,15395
Texas,Burleson,76.3,357,,,13,12,24,2470,923,,40,37,2376,38,96,,2.6,2.6,0.03,10783,0.83,64836,63,27,22,3,,13,12,,105,5386,516,76,18514,50.6,13175
Texas,Burnet,78.5,706,11,,12,11,53,6430,2905,15,80,35,6204,66,96,,2.8,2.8,0.05,10268,0.67,63813,63,69,26,21,4,41,33,20,84,13704,1620,84,49653,51.1,23800
Texas,Caldwell,76.5,661,20,20,15,15,90,6230,2620,,74,37,7718,48,91,17,2.4,2.6,0.04,9797,0.8,66128,73,43,25,13,5,29,30,36,89,9474,1701,77,43979,49.3,16099
Texas,Calhoun,77.7,327,,,14,14,21,3050,6054,,26,37,2807,76,95,,3,3.4,0.03,10237,0.72,58470,61,42,21,7,,14,11,32,115,5917,424,79,21001,48.7,9564
Texas,Callahan,75.7,269,,,13,10,6,2080,1222,,25,36,1677,57,95,,3,2.9,0.03,11553,0.71,54862,54,,21,2,,18,13,28,84,4481,315,76,14110,50.7,9776
Texas,Cameron,78.8,4854,229,239,17,18,953,73730,72825,62,289,39,93505,82,92,15,2.9,3.2,0.12,11371,0.84,44440,85,78,25,211,2,169,119,22,334,84054,16766,63,424180,51.1,34207
Texas,Camp,74.7,251,,,14,13,23,2080,613,,28,38,1813,38,98,,2.8,3,0,9702,0.6,43130,77,31,27,3,,11,11,,49,3208,637,76,13060,51.5,7624
Texas,Carson,75.8,99,,,11,9,,730,326,,12,34,539,188,,,3.2,3.4,0.03,11634,0.61,66597,33,,19,1,,,,,28,1964,75,79,5854,50.1,5885
Texas,Cass,74.7,624,18,,15,12,49,5270,2282,12,55,38,3206,57,96,15,3,3.1,0.07,10508,0.65,50595,63,37,22,5,7,39,32,7,46,9534,1016,75,29879,51.6,22547
Texas,Castro,77.4,107,,,14,14,,900,361,,12,37,1405,54,93,,2.6,3,0.39,12250,0.74,55139,66,,24,2,,,,0,2,1494,250,73,7396,48.6,3689
Texas,Chambers,77.3,536,20,,12,11,36,5300,1451,18,49,37,4683,53,98,,3.3,3.6,0.04,11050,0.55,89991,37,13,18,16,6,36,37,2,126,12245,1786,86,45590,49.6,16046
Texas,Cherokee,75.3,892,39,43,15,13,121,7840,6499,16,107,39,7329,49,93,10,3,3.2,0.16,10230,0.73,45894,66,36,25,12,5,48,43,10,99,13345,1658,79,52875,48.9,32057
Texas,Childress,75.3,102,,,14,13,8,1170,1334,,,38,823,126,93,,3.3,3.6,0,10038,0.69,45473,54,,29,2,,,,28,175,1365,276,78,7143,39,2334
Texas,Clay,77.3,180,,,12,10,9,1610,2212,,13,36,1208,19,93,,3,3.2,0.02,12758,0.67,62763,47,,18,2,,16,,,48,3385,346,79,10550,50,8021
Texas,Cochran,76.4,43,,,18,17,,490,288,,,38,528,69,,,2.2,2.6,0.11,14826,0.8,44584,68,,28,,,,,,0,738,84,72,2897,49.6,3127
Texas,Coke,77.6,52,,,14,12,,510,1198,,,36,358,0,,,2.7,2.9,0.03,12977,0.77,51050,53,,23,1,,,,,0,1085,33,73,3323,50.7,3320
Texas,Coleman,72.8,204,,,13,11,7,1340,908,,13,37,1250,37,,,2.8,2.7,0.02,12419,0.66,43623,71,23,26,2,,,,,36,2623,297,76,8100,49.8,4585
Texas,Collin,82.2,6816,346,338,9,9,1935,107700,22214,248,436,35,93122,80,97,4,3.3,3.6,0.11,9458,0.68,101560,26,31,16,400,2,564,411,10,394,229049,39260,94,1072069,50.7,41016
Texas,Collingsworth,72,54,,,15,13,0,460,87,,,37,589,139,,,3.3,3.1,0.01,11374,0.85,47885,64,,27,1,,,,0,0,773,87,67,2877,51.3,3057
Texas,Colorado,77.1,328,19,,13,12,51,2480,1521,,40,37,3228,32,87,,2.8,3.1,0.05,10457,0.72,52726,67,24,30,9,,18,12,15,44,6222,350,73,21610,50,13070
Texas,Comal,79.1,1819,61,66,11,10,208,17230,4851,49,136,33,15158,75,96,11,3.2,3.3,0.03,8396,0.89,79290,34,51,20,37,3,154,119,17,310,40865,6063,91,164812,50.6,50055
Texas,Comanche,76,238,,,13,11,13,1910,1109,,35,36,1969,51,94,,2.8,3.1,0.04,11220,0.82,47282,67,58,24,2,,14,16,18,58,4446,346,75,13750,49.9,9986
Texas,Concho,82.6,45,,,15,13,20,420,492,,,37,366,71,,,2.5,2.6,0.01,12727,0.83,47412,69,,24,2,,,,,101,713,62,74,2827,46,4087
Texas,Cooke,77,659,25,,13,11,28,5880,1040,17,52,36,5830,87,94,,2.9,3.1,0.19,10122,0.78,66323,55,61,20,8,4,51,29,20,162,10869,1056,78,41393,50.4,22691
Texas,Coryell,76.6,827,44,46,14,12,257,12230,19277,14,79,40,7566,56,92,10,2.8,3,0.05,10854,0.97,58398,56,36,21,29,4,78,47,17,106,13590,2066,87,76737,50,14643
Texas,Cottle,,39,,,17,15,,380,856,,,39,178,0,,,,,,12848,0.85,44430,68,,26,1,,,,,0,438,44,68,1363,51.6,1505
Texas,Crane,76.7,65,,,13,14,,400,171,,11,36,640,21,93,,2.5,3,0.01,12136,0.78,67547,43,,21,2,,,,,122,1329,81,72,4765,49.4,468
Texas,Crockett,72.2,69,,,13,14,,430,84,,10,36,468,0,,,2.7,2.9,0.01,12126,0.65,54458,47,,21,2,,,,,65,923,149,67,3513,49.9,846
Texas,Crosby,73.6,126,,,16,16,10,970,141,,15,38,798,54,,,2.6,2.9,0.02,15004,0.91,42804,81,2,29,1,,,,,36,1530,145,79,5567,50.2,6059
Texas,Culberson,76.9,40,,,19,19,,420,102,,,39,325,93,,,2.1,2.3,,15569,0.8,47479,78,,24,1,,,,,141,442,48,55,2149,50,2398
Texas,Dallam,75.3,107,11,,14,13,,940,1179,,21,37,1535,151,95,,2.5,2.5,0.02,10975,0.65,55253,72,,23,2,,11,10,,168,1795,101,77,7273,47.6,1578
Texas,Dallas,78.3,28631,1486,1752,13,14,18739,364840,171370,1138,2139,37,476402,125,84,8,2.8,3,0.25,9749,0.9,65770,73,51,24,741,8,1433,1791,13,892,476375,139445,85,2635888,50.7,16300
Texas,Dawson,73.2,220,13,,17,17,12,2370,2599,,17,39,1784,54,94,,2.7,3,0.13,13364,0.57,47233,67,21,29,2,,13,,30,174,3102,555,77,12974,44.6,2254
Texas,Deaf Smith,76.2,232,15,,15,15,19,2380,1440,,23,36,3385,115,85,,2.9,3.1,0.04,11657,0.72,51412,80,,25,6,,14,11,29,69,3962,449,79,18277,50,3431
Texas,Delta,73.9,106,,,13,11,7,950,104,,14,37,625,56,98,,2.6,2.8,0.04,10000,0.62,50456,60,62,22,1,,,,,16,1670,201,70,5349,50.5,5231
Texas,Denton,81.7,6350,276,304,10,10,1462,93820,31443,198,426,34,85040,73,89,5,3.1,3.2,0.13,9641,0.77,90880,33,40,18,284,2,498,362,10,394,196219,33142,93,919324,50.8,45759
Texas,DeWitt,75.4,357,,,15,14,9,3010,437,,27,38,2324,59,96,,2.7,3,0.04,10905,0.71,53899,66,33,23,7,,21,19,32,95,4900,800,68,20174,47.6,9973
Texas,Dickens,75,40,,,15,14,0,400,144,,,37,236,47,,,2.5,2.9,0.02,16714,0.59,42034,69,,29,,,,,,8,668,88,83,2140,44.5,2444
Texas,Dimmit,76.6,172,,,19,20,6,2100,2666,,16,38,1380,81,93,,2.7,2.8,0.02,11420,0.54,42788,75,,24,5,,,,10,134,2227,589,65,9925,51.3,3946
Texas,Donley,72.5,75,,,14,11,,520,203,,,37,376,121,,,3.3,3.3,0.04,13785,0.81,57526,54,50,23,,,,,,161,980,142,67,3308,51.5,3677
Texas,Duval,75.3,180,,,16,18,15,1930,1639,,14,38,1544,45,93,,2.8,2.7,0.11,13242,0.77,40601,80,,34,5,,12,,,54,2359,206,66,11058,48.6,7899
Texas,Eastland,74.8,382,11,,15,12,13,3260,2023,,30,37,2710,54,95,,2.9,2.6,0.03,11649,0.6,50317,62,48,23,4,,18,13,,51,5388,591,72,18388,50,11214
Texas,Ector,73.8,2364,132,113,14,14,269,18420,9847,76,361,37,25125,93,80,10,2.6,2.8,0.08,8466,0.7,62669,53,39,22,51,7,125,118,30,280,35106,6105,84,167701,48.9,12966
Texas,Edwards,76.2,37,,,16,15,5,250,219,,,37,275,0,,,,,0.08,12070,0.53,45330,66,,22,1,,,,,0,581,48,48,1923,47.3,2002
Texas,Ellis,78.2,2093,92,90,12,11,342,20050,10974,48,184,35,24215,65,94,6,2.9,3.1,0.09,9869,0.84,79849,48,36,21,63,4,118,100,10,164,44454,5653,90,191760,50.6,47838
Texas,El Paso,78.1,9493,364,392,14,15,2331,121760,73081,308,663,37,148718,90,88,8,3,3.2,0.12,10690,0.82,48522,76,52,24,268,3,455,339,20,603,170433,36665,83,841286,50.5,17409
Texas,Erath,79.3,443,19,21,13,11,21,6200,6864,10,70,36,6454,56,93,,3.2,3.3,0.05,10077,0.8,61453,54,80,27,13,,27,20,9,89,9261,2035,87,43224,51.1,17551
Texas,Falls,77,269,,,16,15,45,3310,919,,25,39,2129,58,,,2.6,3,0.18,11577,1.05,44590,75,46,25,7,,10,,24,36,4197,707,68,17275,52.6,12034
Texas,Fannin,75.7,628,23,,13,11,67,5100,4408,13,74,37,4653,47,93,,3,3.1,0.07,10575,0.77,59746,57,40,22,6,,42,33,14,17,9205,1186,75,35913,46.9,23920
Texas,Fayette,79.2,339,15,,13,11,28,3350,1374,,42,36,3175,59,96,,3,3.2,0.03,11057,0.7,63713,48,22,26,8,,14,13,11,53,7537,762,65,25547,50.9,16485
Texas,Fisher,77.5,63,,,13,12,,600,146,,10,36,422,106,,,2.8,3,0.05,12505,0.74,52828,56,18,22,1,,,,0,0,1263,78,76,3784,49.9,3974
Texas,Floyd,74.2,103,,,14,14,5,760,289,,,37,967,88,,,2.4,2.5,0.02,13717,0.63,44256,77,43,28,2,,,,,0,1631,97,74,5672,49.8,3437
Texas,Foard,,29,,,14,12,,180,552,,,37,148,88,,,,,,14967,0.55,40955,77,,28,1,,,,,0,420,29,69,1135,53,1336
Texas,Fort Bend,82.3,6089,277,280,10,11,1589,72370,34618,179,341,35,86838,78,94,5,3.3,3.5,0.15,9518,0.75,97210,38,47,16,312,4,404,401,13,217,192555,27858,94,839706,51,32405
Texas,Franklin,76.1,209,,,11,10,9,1520,2204,,23,35,1105,28,98,,2.7,2.8,0.01,9610,0.99,58927,60,68,19,3,,11,,,14,3285,233,84,10821,50.3,7331
Texas,Freestone,74.9,369,12,,15,13,93,3430,1727,,39,38,2355,45,97,19,2.7,3,0.02,11004,0.61,54502,59,23,21,7,,24,20,14,16,5208,608,68,19874,47.9,13173
Texas,Frio,76.2,283,,,16,17,145,3000,2007,,24,38,2724,79,94,,2.4,2.7,0.02,11393,0.74,47007,81,,33,6,,,,,131,3123,395,65,20379,40.4,3819
Texas,Gaines,77,220,15,,15,14,8,2720,241,,39,37,4764,23,95,,2.8,3.1,0.06,14782,0.56,63528,57,53,22,3,,,10,19,92,4248,407,80,21996,49.3,11049
Texas,Galveston,77.6,4695,146,137,12,12,1060,46810,25207,192,322,39,41033,102,93,5,3,3.2,0.12,11152,0.73,78465,47,48,20,119,7,268,284,25,308,84565,16457,89,345089,50.9,17915
Texas,Garza,77.5,72,,,16,15,48,940,340,,,37,736,16,,,2.7,3.4,0.02,13554,0.75,50934,68,39,24,2,,,,,127,1171,165,83,6222,34.2,1443
Texas,Gillespie,80.5,331,,,12,10,15,3500,778,,33,34,3452,63,94,,3.1,3.3,0.07,10626,0.71,64365,51,,24,6,,31,29,,86,7722,1116,83,26960,51.4,13326
Texas,Glasscock,,,,,14,13,,170,447,,,36,163,0,,,3.3,3.7,0,23252,0.98,85001,33,,16,1,,,,0,46,285,22,86,1439,44.6,1226
Texas,Goliad,80.6,102,,,13,12,7,1020,711,,15,37,774,13,98,,2.7,2.8,0,10933,0.64,54970,51,26,23,2,,,11,,60,2284,198,68,7626,50.5,7210
Texas,Gonzales,76.9,335,,,15,14,23,2850,3462,,42,38,3454,62,94,,2.5,2.8,0.03,11157,0.67,55363,76,33,22,2,,16,14,17,82,5230,550,77,20948,49.6,12930
Texas,Gray,74,391,10,,15,13,20,3520,1914,,32,38,3152,55,93,12,2.7,2.9,0.07,10345,0.68,54141,58,74,24,9,,20,20,19,46,5684,716,77,21658,46,4369
Texas,Grayson,75.8,2316,73,71,13,11,193,20780,7128,40,156,36,19578,93,92,9,3,3.1,0.11,10081,0.81,59554,55,43,23,38,5,129,109,19,147,33648,5236,79,138318,51.3,52159
Texas,Gregg,74.6,2070,74,94,14,13,493,20510,12122,38,182,39,18509,161,96,8,2.8,3.1,0.1,9064,0.75,51394,63,35,23,47,11,99,122,14,230,27354,5740,83,124229,51.3,16266
Texas,Grimes,76.6,491,18,,15,14,95,4210,3246,13,44,38,3783,34,94,,2.7,3,0.14,10068,0.78,57795,64,44,25,6,5,27,25,,88,6999,665,77,29614,45.6,18331
Texas,Guadalupe,79.5,1824,75,68,11,12,168,17550,16284,41,157,37,18247,42,94,7,3,3.1,0.06,8955,0.79,78909,42,46,20,47,4,118,96,17,159,43073,4502,89,170608,50.5,34412
Texas,Hale,74.6,506,22,,14,14,36,4730,2955,,44,36,5057,67,92,13,2.7,3,0.06,11615,0.75,46589,76,43,26,7,,19,18,22,138,6890,1193,76,32754,47.9,8379
Texas,Hall,77.6,53,,,17,15,,580,436,,,39,570,34,,,2.8,3.1,0.02,12736,0.87,36654,78,,35,1,,,,,97,858,64,70,2939,50.3,3353
Texas,Hamilton,75.3,149,,,14,11,8,1430,1041,,24,37,1210,82,,,3.1,3.1,0.03,9643,0.67,52840,54,,23,3,,10,,,76,2518,223,74,8557,50.3,5483
Texas,Hansford,78.9,53,,,16,15,,840,204,,16,37,971,76,95,,3.1,3.6,0.03,12953,0.6,61059,57,,21,1,,,,,0,1428,143,76,5279,49.4,2264
Texas,Hardeman,75.3,84,,,15,12,,660,323,,13,37,646,50,,,2.6,2.9,0.02,14766,0.7,63479,82,,18,2,,,,13,214,1159,81,71,4011,50.2,4139
Texas,Hardin,75.5,996,40,30,13,10,55,8850,5032,20,93,37,6251,60,95,,3.1,3.2,0.07,9324,0.62,69151,47,73,18,15,6,61,55,14,123,17197,1926,84,58305,50.9,28163
Texas,Harris,79.2,48256,2568,2907,13,13,22491,644710,236351,2098,3487,38,827542,105,87,8,2.8,3,0.21,9676,0.83,61906,68,51,26,1549,9,2496,3262,15,746,897913,250687,87,4738253,50.4,49653
Texas,Harrison,75.7,1164,40,38,14,12,95,10430,3174,20,116,38,8752,65,79,,2.9,3.1,0.14,10490,0.71,55198,48,46,21,17,9,64,67,18,103,17460,2593,73,66386,51.1,36789
Texas,Hartley,80.4,45,,,12,11,,670,699,,12,36,591,,,,2.5,2.7,0.03,12053,0.87,74686,66,,17,1,,,,,36,1104,159,85,5443,39.5,3471
Texas,Haskell,77.4,94,,,17,15,19,1040,675,,11,37,889,17,,,2.8,2.5,0.02,14884,0.76,44847,74,6,25,2,,,,,13,1551,173,72,5754,47.2,2809
Texas,Hays,80.8,1821,71,65,12,11,360,25610,3848,47,172,36,27114,62,89,4,2.9,2.9,0.15,9289,0.83,77511,46,49,21,85,4,154,120,21,326,47715,12350,87,241365,50.4,49822
Texas,Hemphill,80.9,37,,,12,11,,480,106,,,36,510,79,98,,3.2,3.1,0.01,12086,0.66,65718,40,,20,1,,,,,67,915,125,81,3777,50.2,1026
Texas,Henderson,74.6,1752,52,54,15,12,124,13820,6556,48,151,38,12311,53,97,10,3,3.3,0.11,10137,0.85,52660,67,55,22,19,6,95,85,13,61,24118,3521,79,83792,51,47206
Texas,Hidalgo,79.5,8311,423,459,17,18,1499,153810,157181,130,553,35,209314,95,92,8,2.9,3.2,0.19,11240,0.79,46653,86,84,25,381,3,270,242,13,309,165793,33389,73,875200,50.9,39813
Texas,Hill,75.2,685,22,,14,12,38,5450,662,23,64,36,5343,46,94,9,2.7,2.8,0.13,11520,0.7,56565,64,48,20,11,4,44,33,17,65,9527,991,82,37006,50.2,26761
Texas,Hockley,74.5,377,15,,15,14,20,3320,3544,,36,36,3375,52,92,9,2.8,3,0.08,11476,0.77,55469,62,42,22,8,9,21,20,,95,5901,616,77,22921,50.4,9139
Texas,Hood,77.5,990,27,32,12,10,62,7860,2753,31,72,34,6595,60,94,12,3,3.3,0.04,8970,0.76,85449,52,76,19,19,3,70,57,18,82,18462,2223,88,63527,51.2,16811
Texas,Hopkins,75.7,604,18,,14,12,49,5640,3139,12,66,37,5779,97,91,,2.7,2.7,0.07,11035,0.66,53634,60,54,21,8,6,44,46,12,124,9347,1412,83,37170,50.9,20965
Texas,Houston,76,447,13,,16,14,140,4110,3224,,46,39,2720,61,95,,2.6,2.7,0.19,10958,0.86,45989,70,39,24,3,,21,15,15,23,5797,1000,67,22835,46.5,17440
Texas,Howard,74,620,22,,15,14,172,5620,4281,17,80,38,4157,112,78,,2.5,2.8,0.06,10046,0.58,58445,53,44,24,10,8,49,42,27,123,7536,951,79,36540,42.6,7025
Texas,Hudspeth,82,49,,,19,19,,770,2023,,,39,1046,,,,2.2,2.7,0.23,16743,1.52,40666,87,,28,2,,,,0,27,828,156,59,4906,46.6,3476
Texas,Hunt,76,1622,65,59,14,12,130,15270,7259,37,166,38,13147,76,95,10,2.7,2.8,0.1,10236,0.74,53760,58,50,31,21,6,76,78,12,130,23357,4064,83,99807,50.7,48776
Texas,Hutchinson,73.6,412,18,,14,12,17,3460,1950,16,40,37,2724,53,97,,2.8,2.8,0.08,11396,0.57,62536,52,66,21,4,7,17,18,23,43,5658,498,83,20677,49.4,4998
Texas,Irion,,20,,,12,11,,230,422,,,36,128,0,,,,,0.03,18357,0.52,73776,35,,16,1,,,,,0,525,85,66,1564,48.8,1599
Texas,Jack,75.6,143,,,15,12,13,1390,1431,,20,37,1206,55,95,,2.8,3,0.04,11476,0.65,56028,65,,21,3,,10,,16,28,2455,250,74,9056,44.2,4813
Texas,Jackson,76.2,246,10,,13,12,8,2190,810,,24,36,2036,74,98,,2.8,3,0.06,10728,0.74,56101,54,34,22,7,,13,13,23,105,3469,442,76,14854,50.3,8701
Texas,Jasper,74.1,747,21,,15,13,45,6340,2010,17,68,38,3921,68,97,,2.8,2.9,0.15,10309,0.58,51153,63,65,22,8,6,38,39,16,64,10446,1036,74,35375,50.5,27920
Texas,Jeff Davis,84.4,40,,,13,12,,220,189,,,34,356,45,,,,,0.03,13263,,55718,46,,21,,,,,0,0,830,119,63,2220,49.7,2342
Texas,Jefferson,75.4,4073,171,210,14,14,1247,42130,19222,122,300,42,36176,134,87,12,2.7,2.8,0.25,10935,0.77,48808,66,53,25,75,11,177,231,18,367,57859,11359,78,250127,48.8,21196
